Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,X,Y,Z
0 days 00:00:18.127000,11196.958517333333,236.52083733333333,6,100.0,False,0,pos,898.5204822546591,-150.0,1062.0,130.0
0 days 00:00:18.342000,11403.0,241.0,6,100.0,False,0,car,912.9230555555554,-240.58485794097592,1135.5060198866513,130.00699295274495
0 days 00:00:18.486000,11477.7,243.7,6,100.0,False,0,pos,922.6756996786104,-298.0,1180.0,130.0
0 days 00:00:18.502000,11486.0,244.0,6,100.0,False,0,car,923.7674999999998,-305.5851279419092,1185.8567692589445,129.99467230580441
0 days 00:00:18.646000,11564.48,246.88,6,100.0,False,0,pos,933.6728119926323,-385.0,1248.0,130.0
0 days 00:00:18.702000,11595.0,248.0,6,100.0,False,0,car,937.5452777777778,-421.6052551351679,1277.9855560468482,130.12361713005217
0 days 00:00:18.926000,11738.733333333334,249.86666666666667,6,100.0,False,0,pos,953.0958450003386,-580.0,1422.0,131.0
0 days 00:00:18.942000,11749.0,250.0,6,100.0,False,0,car,954.2119444444443,-589.814798783934,1432.6482339417666,131.03911142802087
0 days 00:00:19.142000,11791.0,252.0,6,73.0,False,0,car,968.2119444444443,-689.8961988224228,1565.5388424003254,131.15106595303362
0 days 00:00:19.266000,11815.85648840361,252.0,6,72.71753990450443,False,0,pos,976.8876013314615,-733.0,1633.0,131.0
0 days 00:00:19.581000,11879.0,252.0,6,72.0,False,0,car,998.9419444444443,-789.5944396418915,1740.7937440722972,130.21115252274222
0 days 00:00:19.706000,11905.5624864,253.04166613333334,6,76.16666453333333,False,0,pos,1007.7487740849994,-819.0,1828.0,130.0
0 days 00:00:19.821000,11930.0,254.0,6,80.0,False,0,car,1015.8752777777778,-857.915975572237,1951.3915571782977,129.9355763146517
0 days 00:00:19.986000,11970.562484266668,254.68749973333334,6,93.74999466666667,False,0,pos,1027.5636148530914,-913.0,2134.0,130.0
0 days 00:00:20.061000,11989.0,255.0,6,100.0,False,0,car,1032.8752777777777,-927.1467251593159,2184.88228379736,130.05929546206474
0 days 00:00:20.221000,11917.0,255.0,6,100.0,False,0,car,1044.208611111111,-934.7990074922374,2228.377479717775,130.23100103378326
0 days 00:00:20.387000,11053.207808914285,256.7785700571429,6,100.0,False,0,pos,1056.0882136964406,-936.0,2303.0,130.0
0 days 00:00:20.501000,10460.0,258.0,6,100.0,False,0,car,1064.2752777777778,-939.712096251156,2404.5117159652473,129.47365888873904
0 days 00:00:20.607000,10526.25008,258.0,6,100.0,False,0,pos,1071.8787921027586,-943.0,2504.0,129.0
0 days 00:00:20.701000,10585.0,258.0,7,100.0,False,0,car,1078.608611111111,-944.073784549425,2572.5492586194932,128.80658171375893
0 days 00:00:20.907000,10597.834885549635,257.35825572251827,7,100.0,False,0,pos,1093.3028880069992,-942.0,2691.0,129.0
0 days 00:00:21.022000,10605.0,257.0,7,100.0,False,0,car,1101.5244444444443,-939.769595215191,2769.9166505629537,129.35345183596036
0 days 00:00:21.167000,10629.569476977778,258.20833493333333,7,100.0,False,0,pos,1111.944563727349,-936.0,2877.0,130.0
0 days 00:00:21.347000,10660.0694336,259.7083328,7,100.0,False,0,pos,1124.975621567245,-930.0,3007.0,131.0
0 days 00:00:21.382000,10666.0,260.0,7,100.0,False,0,car,1127.5244444444445,-928.7533431535503,3032.271511360788,131.1959710506707
0 days 00:00:21.507000,10447.250112,260.0,7,21.87504,False,0,pos,1136.6173020155954,-924.0,3122.0,132.0
0 days 00:00:21.542000,10386.0,260.0,7,0.0,True,0,car,1139.0800000000002,-922.5011923858198,3146.5508651018395,132.31523760935295
0 days 00:00:21.782000,9759.0,230.0,7,0.0,True,0,car,1154.4133333333334,-911.9715816197053,3304.2095124289667,135.39418967756836
0 days 00:00:21.827000,9712.071495314285,223.41072365714285,7,0.0,True,0,pos,1156.962328082369,-911.0,3330.0,136.0
0 days 00:00:21.987000,9545.214352457142,199.98215222857144,7,0.0,True,0,pos,1165.2891976635156,-912.0,3418.0,138.0
0 days 00:00:22.062000,9467.0,189.0,7,0.0,True,0,car,1169.1133333333335,-916.2856987257402,3470.676933274441,138.72586835882083
0 days 00:00:22.247000,9361.395723733332,182.83332693333332,7,0.0,True,0,pos,1178.5568737181377,-933.0,3609.0,140.0
0 days 00:00:22.302000,9330.0,181.0,6,0.0,True,0,car,1181.18,-937.2446711522348,3637.6352268718088,140.30762514556162
0 days 00:00:22.462000,9139.0,156.0,6,0.0,True,0,car,1188.1133333333335,-946.9753164230053,3683.9104031390007,141.03885430948202
0 days 00:00:22.667000,9407.363552581819,143.8863674181818,6,0.0,True,0,pos,1195.9099501832984,-967.0,3732.0,142.0
0 days 00:00:22.827000,9616.818098036363,134.43182196363637,6,0.0,True,0,pos,1201.444165437971,-994.0,3793.0,143.0
0 days 00:00:22.902000,9715.0,130.0,6,0.0,True,0,car,1204.0022222222224,-1006.5882758963428,3817.4449262307553,143.59016526886
0 days 00:00:23.047000,9149.4992512,124.30356388571428,6,0.0,True,0,pos,1208.8845454212171,-1036.0,3859.0,145.0
0 days 00:00:23.182000,8623.0,119.0,5,0.0,True,0,car,1213.2577777777778,-1081.7199748663231,3903.102755348001,146.68458865975248
0 days 00:00:23.307000,8144.354411733333,113.79166933333333,5,0.0,True,0,pos,1217.0807906231958,-1123.0,3938.0,148.0
0 days 00:00:23.422000,7704.0,109.0,3,0.0,True,0,car,1220.5244444444445,-1146.3747991814116,3956.2750845623996,148.5552488525192
0 days 00:00:23.622000,7638.0,108.0,3,0.0,True,0,car,1226.5244444444445,-1173.1887736703352,3965.6096515105924,148.69891006220658
0 days 00:00:23.687000,7518.832981333333,106.10416106666666,3,0.0,True,0,pos,1228.3971054094657,-1192.0,3969.0,149.0
0 days 00:00:23.862000,7198.0,101.0,3,0.0,False,0,car,1233.2577777777778,-1268.402351162332,3980.8497896026697,150.51211870144098
0 days 00:00:23.927000,7318.6566064,99.7812464,3,3.2500096,False,0,pos,1235.0365846630543,-1293.0,3984.0,151.0
0 days 00:00:24.022000,7495.0,98.0,3,8.0,False,0,car,1237.6133333333335,-1317.646219643631,3986.093504835419,151.4503047873822
0 days 00:00:24.182000,7480.0,97.0,3,23.0,False,0,car,1241.9244444444446,-1338.517453811989,3984.2343324200183,151.7600114837678
0 days 00:00:24.247000,7597.65034752,98.30000384,3,28.85001728,False,0,pos,1243.7269438478932,-1350.0,3983.0,152.0
0 days 00:00:24.427000,7923.44988416,101.89999872,3,45.049994240000004,False,0,pos,1248.9198135980268,-1395.0,3979.0,153.0
0 days 00:00:24.582000,8204.0,105.0,3,59.0,False,0,car,1253.5911111111113,-1442.979710623255,3975.26253387657,153.58365612585655
0 days 00:00:24.687000,8431.7191664,108.281256,3,63.921884,False,0,pos,1256.8513866743237,-1477.0,3973.0,154.0
0 days 00:00:24.866000,8819.925,113.875,3,72.3125,False,0,pos,1262.614638170529,-1533.0,3970.0,155.0
0 days 00:00:24.902000,8898.0,115.0,3,74.0,False,0,car,1263.8133333333335,-1543.2686385628956,3969.421569485408,155.19939479005052
0 days 00:00:25.166000,9157.285714285714,125.37142857142857,3,84.37142857142857,False,0,pos,1273.0292477343191,-1634.0,3974.0,157.0
0 days 00:00:25.182000,9173.0,126.0,3,85.0,False,0,car,1273.6133333333335,-1643.3735818622804,3975.735627108157,157.18313132077373
0 days 00:00:25.326000,8669.0,134.1,3,82.3,False,0,pos,1279.001378194831,-1739.0,3997.0,159.0
0 days 00:00:25.342000,8613.0,135.0,3,82.0,False,0,car,1279.6133333333335,-1747.895665495845,3999.236028863281,159.15446721289982
0 days 00:00:25.702000,9179.0,144.0,3,75.0,False,0,car,1294.0133333333335,-1833.159580297371,4038.2969087216015,159.74213427790406
0 days 00:00:25.806000,9482.333333333334,147.9,3,77.16666666666667,False,0,pos,1298.3677231796128,-1858.0,4058.0,160.0
0 days 00:00:25.942000,9879.0,153.0,4,80.0,False,0,car,1304.2133333333336,-1903.7053061530598,4093.217236714967,160.8021972218806
0 days 00:00:25.966000,9911.736392907409,153.90376544836406,4,80.50209191575782,False,0,pos,1305.2666632504195,-1912.0,4100.0,161.0
0 days 00:00:26.166000,10184.539667135821,161.43514418473126,4,84.68619121373959,False,0,pos,1314.27881592842,-1977.0,4161.0,163.0
0 days 00:00:26.181000,10205.0,162.0,4,85.0,False,0,car,1314.9683333333337,-1981.6957080275897,4166.057357692857,163.12035995415727
0 days 00:00:26.366000,10633.0225792,166.204544,4,91.306816,False,0,pos,1323.61378034772,-2036.0,4231.0,164.0
